price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;build_age ;is_new;is_apartments;ceiling_height;number_of_rooms;link
72 000 000,00;7;WAR;153,5;37,5;10;28;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/290013051/
72 000 000,00;4;CAR;98;37,5;5;6;1910;114;0;0;3,2;4;https://www.cian.ru/sale/flat/297680385/
72 060 705,00;17;NWAR;86,7;53,1;39;43;2023;1;1;0;3,15;3;https://www.cian.ru/sale/flat/298987908/
72 090 000,00;28;WAR;102,1;42,3;12;13;2023;1;1;0;3,58;3;https://www.cian.ru/sale/flat/296277908/
72 129 200,00;17;NWAR;88;53,2;38;43;2023;1;1;0;3,15;3;https://www.cian.ru/sale/flat/292613324/
72 150 000,00;3;CAR;105;90;8;10;2019;5;0;1;4,35;3;https://www.cian.ru/sale/flat/300234174/
72 300 000,00;7;NWAR;94;59;13;22;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/298565480/
72 490 000,00;6;CAR;151;110;6;13;2001;23;0;0;3,2;4;https://www.cian.ru/sale/flat/300005858/
72 500 000,00;16;WAR;123;37,5;16;16;2020;4;0;0;3;4;https://www.cian.ru/sale/flat/299333776/
72 640 000,00;8;WAR;102,3;46;12;13;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/296278140/
72 690 000,00;6;CAR;69,7;37,5;5;7;2019;5;0;1;3,4;2;https://www.cian.ru/sale/flat/300421868/
72 998 000,00;12;NWAR;129,2;70;20;21;2023;1;1;0;3,1;4;https://www.cian.ru/sale/flat/299168063/
73 000 000,00;11;CAR;49;37,5;2;8;2019;5;0;1;3;1;https://www.cian.ru/sale/flat/300885088/
73 000 000,00;9;CAR;72;17;5;21;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/298416859/
73 000 000,00;8;NAR;110;34;9;12;2019;5;0;1;3;4;https://www.cian.ru/sale/flat/271257683/
73 000 000,00;7;NAR;89;37,5;4;10;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/292187076/
73 000 000,00;7;WAR;122;37,5;14;26;2019;5;0;0;3,15;4;https://www.cian.ru/sale/flat/292771380/
73 000 000,00;7;CAR;148,6;86;6;12;2003;21;0;0;2,9;3;https://www.cian.ru/sale/flat/296903834/
73 000 000,00;3;CAR;100;37,5;9;10;2019;5;0;1;4,35;3;https://www.cian.ru/sale/flat/291373130/
73 000 000,00;2;CAR;106;37,5;25;75;2010;14;0;1;3;2;https://www.cian.ru/sale/flat/298073163/
73 000 000,00;2;WAR;133;37,5;4;24;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299844318/
73 263 439,00;9;CAR;154,9;37,5;21;30;2020;4;1;0;3,2;4;https://www.cian.ru/sale/flat/300285601/
73 300 000,00;6;CAR;122;37,5;5;18;2017;7;0;1;3;4;https://www.cian.ru/sale/flat/299294280/
73 395 040,00;6;NWAR;79,2;36,2;7;9;2023;1;1;0;3,25;2;https://www.cian.ru/sale/flat/299261519/
73 500 000,00;18;WAR;128;61;5;23;2010;14;0;0;3;3;https://www.cian.ru/sale/flat/296041240/
73 500 000,00;6;NAR;105;61;6;12;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/295156758/
73 600 000,00;14;CAR;122,6;86,4;1;16;1956;68;0;0;3,5;4;https://www.cian.ru/sale/flat/294859988/
73 990 000,00;7;CAR;150;96;8;9;2003;21;0;0;3;3;https://www.cian.ru/sale/flat/297693816/
73 998 843,00;1;CAR;92,1;61,3;43;85;2015;9;1;1;3;2;https://www.cian.ru/sale/flat/291360124/
74 000 000,00;8;NAR;117;37,5;25;38;2021;3;0;0;3,1;4;https://www.cian.ru/sale/flat/296315011/
74 000 000,00;5;CAR;81;22;2;5;2021;3;0;1;3;3;https://www.cian.ru/sale/flat/299560798/
74 100 000,00;6;CAR;78;37,5;37;78;2020;4;0;1;3,9;2;https://www.cian.ru/sale/flat/300447621/
74 500 000,00;5;CAR;75;37,5;36;78;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/300467617/
74 600 000,00;27;WAR;98,7;38,9;13;13;2023;1;1;0;3,13;3;https://www.cian.ru/sale/flat/296278089/
74 653 941,00;7;SAR;129,3;74;32;40;2023;1;1;0;3,15;4;https://www.cian.ru/sale/flat/293203859/
74 709 308,00;12;CAR;84,8;59,4;5;9;2021;3;1;1;3,6;2;https://www.cian.ru/sale/flat/298329491/
74 752 720,00;7;CAR;73,5;37,5;4;5;1913;111;0;0;3,4;4;https://www.cian.ru/sale/flat/284201268/
74 890 000,00;14;NEAR;106;37,5;21;22;2019;5;0;0;3,1;3;https://www.cian.ru/sale/flat/298057479/
74 900 000,00;17;SAR;140,2;60;15;16;2001;23;0;0;3,1;4;https://www.cian.ru/sale/flat/295800026/
74 900 000,00;13;CAR;60;37,5;5;8;2023;1;0;0;3;2;https://www.cian.ru/sale/flat/294770347/
74 900 000,00;6;CAR;171;37,5;7;12;2019;5;0;1;3;3;https://www.cian.ru/sale/flat/241370449/
74 935 640,00;6;NWAR;79,6;36,2;8;9;2023;1;1;0;3,25;2;https://www.cian.ru/sale/flat/299261516/
74 990 000,00;10;CAR;116;70;5;5;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300542974/
74 990 000,00;10;CAR;116;37,5;5;5;1910;114;0;0;3,5;4;https://www.cian.ru/sale/flat/292017256/
75 000 000,00;19;CAR;110;58;16;22;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/299330349/
75 000 000,00;19;CAR;131,5;37,5;13;24;2004;20;0;0;3;4;https://www.cian.ru/sale/flat/301035347/
75 000 000,00;16;NAR;94;37,5;4;10;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/261659981/
75 000 000,00;14;WAR;100;37,5;21;28;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/298227447/
75 000 000,00;13;CAR;88;37,5;29;44;2018;6;0;0;3,1;4;https://www.cian.ru/sale/flat/300597186/
75 000 000,00;13;CAR;90;37,5;44;44;2018;6;0;0;3;4;https://www.cian.ru/sale/flat/298802516/
75 000 000,00;13;NWAR;140,4;90;17;19;2018;6;0;0;3;4;https://www.cian.ru/sale/flat/286139771/
75 000 000,00;12;NAR;114;78;25;37;2021;3;0;0;3;3;https://www.cian.ru/sale/flat/299872305/
75 000 000,00;12;NAR;114;65;25;41;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/295896669/
75 000 000,00;12;NAR;114;78;25;41;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300564787/
75 000 000,00;12;NWAR;140,7;37,5;7;19;2018;6;0;0;3,2;4;https://www.cian.ru/sale/flat/295316183/
75 000 000,00;10;CAR;112,7;37,5;8;16;2012;12;0;0;3;4;https://www.cian.ru/sale/flat/298985541/
75 000 000,00;10;NAR;115,7;90;18;50;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/299925925/
75 000 000,00;10;NAR;116;90;18;57;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/297857392/
75 000 000,00;10;NAR;116,2;65;18;22;2006;18;0;0;3,1;3;https://www.cian.ru/sale/flat/300117351/
75 000 000,00;9;WAR;106;56,6;15;19;2008;16;0;0;3,2;3;https://www.cian.ru/sale/flat/298504349/
75 000 000,00;8;WAR;163;55;11;22;2004;20;0;0;3;4;https://www.cian.ru/sale/flat/288273358/
75 000 000,00;7;CAR;117;66;2;4;1917;107;0;0;3;4;https://www.cian.ru/sale/flat/299552813/
75 000 000,00;6;CAR;82;37,5;55;78;2020;4;0;1;3,9;2;https://www.cian.ru/sale/flat/300447237/
75 000 000,00;6;CAR;82;53;54;67;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/283627992/
75 000 000,00;6;WAR;139;101;11;15;2005;19;0;0;3;3;https://www.cian.ru/sale/flat/300532384/
75 000 000,00;6;WAR;140;37,5;11;17;2005;19;0;0;3;4;https://www.cian.ru/sale/flat/296857564/
75 000 000,00;5;WAR;90;52;7;18;2013;11;0;0;3;3;https://www.cian.ru/sale/flat/297776871/
75 000 000,00;5;WAR;104;60;14;26;2021;3;0;0;3;4;https://www.cian.ru/sale/flat/298786938/
75 000 000,00;5;CAR;130;90;5;6;1938;86;0;0;3;4;https://www.cian.ru/sale/flat/300539728/
75 000 000,00;5;CAR;170;83;7;12;2019;5;0;1;3;3;https://www.cian.ru/sale/flat/297837651/
75 000 000,00;5;NAR;180;82;9;19;2006;18;0;0;3;4;https://www.cian.ru/sale/flat/287648831/
75 000 000,00;4;CAR;90;37,5;57;88;2020;4;0;1;3;2;https://www.cian.ru/sale/flat/300445967/
75 000 000,00;3;CAR;121,6;37,5;9;10;1986;38;0;0;3;3;https://www.cian.ru/sale/flat/300068326/
75 000 000,00;2;CAR;75;37,5;2;4;2019;5;0;0;2,9;2;https://www.cian.ru/sale/flat/288080141/
75 018 964,00;1;CAR;91,4;37,5;48;85;2015;9;1;1;3;2;https://www.cian.ru/sale/flat/291360122/
75 145 000,00;8;CAR;79,1;37,5;2;5;1886;138;0;1;3,3;2;https://www.cian.ru/sale/flat/280660461/
75 240 000,00;3;CAR;83,6;37,5;34;66;2020;4;1;1;3,9;2;https://www.cian.ru/sale/flat/300085962/
75 273 760,00;7;CAR;73,7;37,5;4;5;1913;111;0;0;3;3;https://www.cian.ru/sale/flat/284310333/
75 450 000,00;13;NAR;119;54,8;8;12;2023;1;1;0;3,02;4;https://www.cian.ru/sale/flat/300954739/
75 500 000,00;5;CAR;88;46;2;10;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/299281080/
75 607 525,00;12;CAR;88,7;57,8;7;9;2021;3;1;1;3,6;2;https://www.cian.ru/sale/flat/300835887/
75 670 000,00;27;WAR;115,7;50,5;10;13;2023;1;1;0;3,13;3;https://www.cian.ru/sale/flat/296278083/
76 000 000,00;12;SAR;89,9;50,3;13;18;2017;7;0;0;3;3;https://www.cian.ru/sale/flat/295413844/
76 000 000,00;9;WAR;182;85;19;30;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300897164/
76 000 000,00;8;SWAR;95;37,5;16;25;2024;0;1;0;3,17;3;https://www.cian.ru/sale/flat/294842884/
76 000 000,00;4;SAR;94;37,5;3;15;2019;5;0;0;3,15;3;https://www.cian.ru/sale/flat/300578212/
76 077 459,00;14;CAR;60,8;42,2;4;9;2021;3;1;0;3,6;1;https://www.cian.ru/sale/flat/298329457/
76 167 310,00;6;NWAR;85,7;36,6;3;9;2023;1;1;0;3,25;2;https://www.cian.ru/sale/flat/299261517/
76 200 000,00;4;SAR;127;41;14;16;2019;5;0;1;3;4;https://www.cian.ru/sale/flat/298484246/
76 500 000,00;10;NAR;166;124;7;25;2019;5;0;1;3;4;https://www.cian.ru/sale/flat/300539766/
76 750 000,00;11;CAR;160;100;22;22;2019;5;0;0;3,2;4;https://www.cian.ru/sale/flat/297450928/
76 752 000,00;11;CAR;159,9;56;22;22;2022;2;0;0;3;3;https://www.cian.ru/sale/flat/295092037/
76 752 000,00;11;CAR;159,9;37,5;22;25;2021;3;0;0;3;4;https://www.cian.ru/sale/flat/289899678/
77 000 000,00;17;WAR;84,5;45;15;34;2022;2;0;1;3,6;3;https://www.cian.ru/sale/flat/293542645/
77 000 000,00;15;SAR;136,6;37,5;2;4;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/299558863/
77 000 000,00;14;WAR;166;98;6;22;2001;23;0;0;3;3;https://www.cian.ru/sale/flat/299841895/
77 000 000,00;12;WAR;97,4;51;2;12;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/297719006/
77 000 000,00;12;WAR;97,4;51;2;12;2023;1;0;0;3;3;https://www.cian.ru/sale/flat/297731682/
77 000 000,00;11;CAR;98,3;62;2;8;2007;17;0;0;3;3;https://www.cian.ru/sale/flat/298804885/
77 000 000,00;8;NAR;107,6;37,5;3;24;2019;5;0;0;3,4;3;https://www.cian.ru/sale/flat/290884000/
77 000 000,00;6;SWAR;177,8;98;7;20;2005;19;0;0;3;4;https://www.cian.ru/sale/flat/297727468/
77 000 000,00;4;CAR;109;70,6;4;5;2019;5;0;0;3,5;4;https://www.cian.ru/sale/flat/298275471/
77 000 000,00;3;SWAR;141,8;37,5;7;48;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300509004/
77 058 760,00;6;NWAR;81,9;37,3;3;9;2023;1;1;0;3,25;2;https://www.cian.ru/sale/flat/299261530/
77 112 000,00;12;SWAR;123,3;37,5;16;18;2005;19;0;0;3;2;https://www.cian.ru/sale/flat/298978845/
77 500 000,00;12;WAR;97,7;36;2;12;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/297719004/
77 500 000,00;12;WAR;97,7;36;2;12;2023;1;0;0;3;3;https://www.cian.ru/sale/flat/297731681/
77 500 000,00;12;SWAR;195,3;37,5;3;18;2005;19;0;0;3;4;https://www.cian.ru/sale/flat/300690285/
77 500 000,00;9;CAR;160,6;135,6;5;6;1998;26;0;0;3;4;https://www.cian.ru/sale/flat/300539748/
77 517 000,00;12;NWAR;130,5;72,2;20;21;2023;1;1;0;3,1;4;https://www.cian.ru/sale/flat/300312691/
77 587 734,00;19;SAR;103,9;37,5;6;6;2023;1;1;0;3,15;3;https://www.cian.ru/sale/flat/300848127/
77 652 688,00;22;SAR;117,87;54,6;27;29;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/289549085/
77 805 000,00;12;NEAR;119,7;89,8;35;37;2024;0;1;0;4,1;3;https://www.cian.ru/sale/flat/300463319/
77 805 400,00;8;CAR;81,9;37,5;3;5;1886;138;0;1;3,1;2;https://www.cian.ru/sale/flat/284287625/
77 967 850,00;12;WAR;86,5;37,1;2;12;2023;1;1;0;3,65;2;https://www.cian.ru/sale/flat/299121997/
77 990 000,00;4;CAR;132,3;37,5;6;8;1902;122;0;0;3,2;4;https://www.cian.ru/sale/flat/291733595/
78 000 000,00;17;SAR;138;60;6;14;2019;5;0;0;3,4;4;https://www.cian.ru/sale/flat/295872379/
78 000 000,00;10;CAR;110;42;11;14;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/295062426/
78 000 000,00;9;CAR;127;37,5;6;7;1902;122;0;0;3,1;4;https://www.cian.ru/sale/flat/300657331/
78 000 000,00;9;CAR;152;91;4;4;1890;134;0;0;3,2;4;https://www.cian.ru/sale/flat/300342962/
78 000 000,00;4;SAR;85,2;41,6;9;18;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/292980150/
78 000 000,00;4;CAR;134;107;6;7;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299895112/
78 000 000,00;3;WAR;135,4;80;2;17;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300682264/
78 000 000,00;2;CAR;127,1;70,7;6;7;1902;122;0;0;3;4;https://www.cian.ru/sale/flat/301064989/
78 100 000,00;27;WAR;115,7;57,8;12;13;2023;1;1;0;3,13;4;https://www.cian.ru/sale/flat/296278084/
78 100 000,00;11;SWAR;165,3;87,2;4;5;2010;14;0;0;3,3;4;https://www.cian.ru/sale/flat/292680419/
78 120 660,00;6;NWAR;90,1;37,5;2;9;2023;1;1;0;3,25;2;https://www.cian.ru/sale/flat/299261520/
78 259 545,00;9;CAR;65,9;18,8;5;21;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/287317369/
78 500 000,00;11;CAR;110,5;57,8;11;12;2013;11;0;0;3,1;4;https://www.cian.ru/sale/flat/291962439/
78 700 000,00;4;NAR;84,5;35;16;17;2023;1;0;1;3,2;3;https://www.cian.ru/sale/flat/300587718/
78 708 290,00;6;NWAR;122,9;64,9;2;8;2023;1;1;0;3,25;3;https://www.cian.ru/sale/flat/299261531/
78 890 000,00;3;CAR;140;101;4;5;1900;124;0;0;3,2;4;https://www.cian.ru/sale/flat/298988937/
78 900 000,00;11;CAR;60;34,5;4;8;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/300422149/
78 900 000,00;10;CAR;111,1;48,5;11;12;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/291292047/
78 900 000,00;3;SWAR;212;37,5;3;23;2014;10;0;0;3;4;https://www.cian.ru/sale/flat/275990802/
78 950 000,00;5;WAR;91,1;58,1;3;13;2022;2;0;0;3,25;4;https://www.cian.ru/sale/flat/300684789/
78 950 000,00;2;CAR;68,8;38;8;8;1902;122;0;0;3,2;3;https://www.cian.ru/sale/flat/300006309/
78 990 850,00;6;NWAR;81,1;37,4;4;9;2023;1;1;0;3,25;2;https://www.cian.ru/sale/flat/299261524/
79 000 000,00;15;WAR;145,8;102;36;48;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/277152529/
79 000 000,00;14;CAR;87,6;37,5;3;9;2021;3;1;1;3;1;https://www.cian.ru/sale/flat/291744038/
79 000 000,00;11;CAR;65;39;7;8;2018;6;0;0;3,2;2;https://www.cian.ru/sale/flat/299795999/
79 000 000,00;8;WAR;150;83;29;33;2015;9;0;0;3,1;4;https://www.cian.ru/sale/flat/300015364/
79 000 000,00;6;CAR;119;64,7;14;17;1998;26;0;0;3,2;3;https://www.cian.ru/sale/flat/296315046/
79 000 000,00;6;CAR;119;37,5;14;17;1998;26;0;0;3,2;3;https://www.cian.ru/sale/flat/300149305/
79 000 000,00;2;NAR;80;60,2;10;15;2023;1;0;1;3,1;2;https://www.cian.ru/sale/flat/298616596/
79 000 000,00;2;CAR;90,7;53;3;8;1940;84;0;0;3;3;https://www.cian.ru/sale/flat/256680882/
79 376 400,00;12;NWAR;129,7;70;21;21;2023;1;1;0;3,1;4;https://www.cian.ru/sale/flat/299168062/
79 500 000,00;10;CAR;95,7;37,5;3;5;1958;66;0;0;3;4;https://www.cian.ru/sale/flat/300527124/
79 500 000,00;7;CAR;178;94;8;12;2003;21;0;0;3;4;https://www.cian.ru/sale/flat/299120244/
79 500 000,00;5;WAR;151;94;7;8;1956;68;0;0;3;4;https://www.cian.ru/sale/flat/276577049/
79 851 000,00;6;CAR;185,7;37,5;5;5;1917;107;0;0;4;3;https://www.cian.ru/sale/flat/299146912/
79 877 440,00;6;NWAR;122,3;54,3;2;10;2023;1;1;0;3,25;3;https://www.cian.ru/sale/flat/299261515/
79 950 000,00;13;WAR;140;88;22;22;2018;6;0;0;3,9;4;https://www.cian.ru/sale/flat/299612030/
79 950 000,00;11;CAR;159,9;37,5;22;29;2021;3;0;0;3;3;https://www.cian.ru/sale/flat/292721081/
79 990 000,00;7;CAR;156;37,5;4;6;1904;120;0;0;3,5;2;https://www.cian.ru/sale/flat/300006046/
79 990 000,00;4;WAR;108;37,5;30;34;2011;13;0;0;3;3;https://www.cian.ru/sale/flat/298979087/
80 000 000,00;16;WAR;141;37,5;8;45;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300281927/
80 000 000,00;13;NAR;91,2;62,3;7;41;2022;2;0;0;3,1;3;https://www.cian.ru/sale/flat/299852072/
80 000 000,00;9;CAR;80;37,5;2;6;2019;5;0;0;3,5;2;https://www.cian.ru/sale/flat/299294037/
80 000 000,00;9;CAR;90;75;2;7;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300539712/
80 000 000,00;9;CAR;90;37,5;2;7;1933;91;0;0;3;3;https://www.cian.ru/sale/flat/300144349/
80 000 000,00;9;CAR;90;66;2;7;1933;91;0;0;3;3;https://www.cian.ru/sale/flat/300189345/
80 000 000,00;9;NAR;106;37,5;13;15;2017;7;0;0;3,15;3;https://www.cian.ru/sale/flat/299570606/
80 000 000,00;9;WAR;130;72,3;17;21;2015;9;0;0;3;4;https://www.cian.ru/sale/flat/299857358/
80 000 000,00;9;NAR;139;86;13;14;2018;6;0;1;3;4;https://www.cian.ru/sale/flat/299185566/
80 000 000,00;7;CAR;73;37,5;8;32;1952;72;0;0;3;2;https://www.cian.ru/sale/flat/299462745/
80 000 000,00;5;CAR;92;37,5;16;78;2020;4;0;1;3;2;https://www.cian.ru/sale/flat/299573102/
80 000 000,00;1;CAR;116,2;37,5;25;85;2015;9;1;1;3;2;https://www.cian.ru/sale/flat/299938864/
80 529 800,00;11;NWAR;122,2;67,9;21;21;2023;1;1;0;3,1;4;https://www.cian.ru/sale/flat/299168007/
81 000 000,00;6;CAR;101,9;65;63;68;2019;5;0;1;3,5;3;https://www.cian.ru/sale/flat/297157541/
81 200 000,00;3;CAR;116;37,5;52;78;2019;5;0;1;3,9;3;https://www.cian.ru/sale/flat/296702466/
81 499 999,00;16;CAR;134,5;37,5;3;13;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300509438/
81 500 000,00;16;CAR;134,5;37,5;3;13;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300509015/
81 800 000,00;3;CAR;132,3;60;5;5;1913;111;0;0;3;3;https://www.cian.ru/sale/flat/299363916/
81 940 000,00;21;WAR;67,5;37,5;3;8;2019;5;0;0;3,2;2;https://www.cian.ru/sale/flat/300393459/
81 980 000,00;19;WAR;156;37,5;7;24;2014;10;0;0;3;3;https://www.cian.ru/sale/flat/299936366/
81 980 000,00;4;WAR;66,2;37,5;3;12;2020;4;0;0;3,5;2;https://www.cian.ru/sale/flat/300421777/
82 000 000,00;18;NWAR;189,2;37,5;6;32;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/291445703/
82 000 000,00;18;NWAR;190;37,5;9;35;2003;21;0;0;3,2;4;https://www.cian.ru/sale/flat/292953495/
82 000 000,00;10;CAR;73,8;37,5;4;6;2024;0;0;1;3;2;https://www.cian.ru/sale/flat/300759739/
82 000 000,00;4;WAR;65,6;37,5;3;9;2020;4;0;0;3,2;2;https://www.cian.ru/sale/flat/293947936/
82 000 000,00;4;WAR;65,6;37,5;3;12;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300877514/
82 000 000,00;4;WAR;66;44,8;3;12;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/284054915/
82 000 000,00;4;WAR;66;37,5;3;12;2019;5;0;0;3,35;2;https://www.cian.ru/sale/flat/295412219/
82 000 000,00;4;WAR;100;37,5;42;42;2021;3;0;0;3,5;2;https://www.cian.ru/sale/flat/300504325/
82 153 253,00;4;CAR;109,3;86;4;6;1912;112;0;0;3;4;https://www.cian.ru/sale/flat/293032511/
82 200 000,00;6;CAR;184,1;37,5;6;6;2015;9;0;1;3;4;https://www.cian.ru/sale/flat/289899661/
82 350 000,00;8;WAR;115;72;19;22;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/289032731/
82 400 000,00;8;CAR;62;37,5;1;7;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300509378/
82 500 000,00;18;NWAR;150;37,5;13;21;2023;1;0;0;3;4;https://www.cian.ru/sale/flat/299744613/
82 500 000,00;4;WAR;66;37,5;3;8;2020;4;0;0;3,2;2;https://www.cian.ru/sale/flat/292243588/
82 644 000,00;3;CAR;85,2;37,5;52;66;2020;4;1;1;3,9;2;https://www.cian.ru/sale/flat/296913134/
82 800 000,00;2;CAR;60,7;37,5;8;9;2023;1;0;1;3;2;https://www.cian.ru/sale/flat/299672730/
83 000 000,00;14;WAR;218;170;37;37;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299061815/
83 000 000,00;11;CAR;120;42,9;2;29;2021;3;0;0;2,8;3;https://www.cian.ru/sale/flat/300873827/
83 000 000,00;11;CAR;120;84;3;29;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/298224144/
83 000 000,00;10;WAR;108,4;70;23;52;2020;4;0;0;3;4;https://www.cian.ru/sale/flat/300380261/
83 000 000,00;10;CAR;171,3;108;5;25;1998;26;0;0;3;4;https://www.cian.ru/sale/flat/298472219/
83 000 000,00;10;CAR;171,3;108;5;25;1998;26;0;0;3;4;https://www.cian.ru/sale/flat/300539797/
83 000 000,00;6;CAR;113;70;59;79;2019;5;0;1;3;3;https://www.cian.ru/sale/flat/300539688/
83 000 000,00;6;NEAR;130;85;14;23;2010;14;0;0;3,37;3;https://www.cian.ru/sale/flat/298066142/
83 000 000,00;4;WAR;66;37,5;3;12;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/293596614/
83 000 000,00;3;CAR;99,6;37,5;4;12;2006;18;0;0;3,5;4;https://www.cian.ru/sale/flat/298255926/
83 000 000,00;3;CAR;100;68,5;4;12;2006;18;0;0;3;4;https://www.cian.ru/sale/flat/297919203/
83 000 000,00;3;CAR;100,9;59,9;4;12;2006;18;0;0;3,1;4;https://www.cian.ru/sale/flat/297946581/
83 200 000,00;7;NAR;104,5;37,5;3;15;2017;7;0;0;3,15;4;https://www.cian.ru/sale/flat/297588490/
83 700 000,00;17;WAR;83,7;37,5;17;32;2019;5;0;1;3;3;https://www.cian.ru/sale/flat/299095732/
83 777 500,00;14;CAR;57,5;37,5;6;8;2023;1;1;0;3,2;1;https://www.cian.ru/sale/flat/294641872/
83 800 800,00;2;CAR;82,4;26,3;5;8;2022;2;0;1;3;2;https://www.cian.ru/sale/flat/293459376/
83 900 000,00;14;WAR;192,7;37,5;25;30;2001;23;0;0;3;4;https://www.cian.ru/sale/flat/295761850/
84 000 000,00;13;NAR;82;62;25;37;2021;3;0;0;3;3;https://www.cian.ru/sale/flat/298522497/
84 000 000,00;10;NAR;135;55;3;25;2020;4;0;1;3,2;4;https://www.cian.ru/sale/flat/298253271/
84 000 000,00;4;WAR;135;80;25;34;2011;13;0;0;3;3;https://www.cian.ru/sale/flat/296202968/
84 000 000,00;3;CAR;120;37,5;62;78;2020;4;0;1;3,9;3;https://www.cian.ru/sale/flat/293045467/
84 000 000,00;3;CAR;120;37,5;38;78;2019;5;0;1;3,9;3;https://www.cian.ru/sale/flat/296587634/
84 200 000,00;2;CAR;106;59;5;5;1890;134;0;0;3;3;https://www.cian.ru/sale/flat/295616431/
84 300 000,00;15;WAR;100;37,8;14;14;2023;1;1;0;3;3;https://www.cian.ru/sale/flat/296277569/
84 370 000,00;4;CAR;76,7;37,5;42;78;2019;5;1;1;3,9;2;https://www.cian.ru/sale/flat/298855602/
84 400 000,00;9;CAR;76;37,5;2;5;2020;4;0;1;3,5;2;https://www.cian.ru/sale/flat/297708682/
84 480 213,00;12;CAR;87,6;54,7;4;9;2021;3;1;1;3,6;2;https://www.cian.ru/sale/flat/298329476/
84 481 000,00;4;CAR;88,4;37,5;4;7;2016;8;0;1;3,5;2;https://www.cian.ru/sale/flat/295040022/
84 500 000,00;9;CAR;75,1;37,5;2;5;2020;4;0;1;3;2;https://www.cian.ru/sale/flat/285554427/
84 600 000,00;28;WAR;130,4;84,1;2;14;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300509013/
84 750 000,00;9;CAR;75;58;2;6;2019;5;0;1;3;2;https://www.cian.ru/sale/flat/290001136/
84 770 000,00;12;CAR;121,1;37,5;4;15;2000;24;0;0;3;3;https://www.cian.ru/sale/flat/296514916/
84 990 000,00;15;SWAR;122;75;5;20;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300736517/
84 990 000,00;13;NAR;91;60;6;41;2023;1;0;0;3,2;4;https://www.cian.ru/sale/flat/298980804/
84 990 000,00;11;WAR;135;95;21;39;2017;7;0;0;3,1;4;https://www.cian.ru/sale/flat/300393612/
85 000 000,00;19;WAR;168;88;10;30;2008;16;0;0;3,1;4;https://www.cian.ru/sale/flat/291914963/
85 000 000,00;17;WAR;101,9;37,5;11;32;2023;1;0;1;3;3;https://www.cian.ru/sale/flat/299762411/
85 000 000,00;15;SAR;176;37,5;6;9;1940;84;0;0;3;4;https://www.cian.ru/sale/flat/300006008/
85 000 000,00;13;WAR;110;37,5;13;44;2017;7;0;0;3,1;3;https://www.cian.ru/sale/flat/292583669/
85 000 000,00;13;WAR;133;37,5;21;36;2016;8;0;0;3;4;https://www.cian.ru/sale/flat/295086101/
85 000 000,00;12;SAR;136,9;100;6;16;2017;7;0;0;3;3;https://www.cian.ru/sale/flat/299894947/
85 000 000,00;11;WAR;88,7;37,5;9;15;1952;72;0;0;3,2;3;https://www.cian.ru/sale/flat/291413430/
