price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;build_age ;is_new;is_apartments;ceiling_height;number_of_rooms;link
13 700 000,00;20;EAR;39,3;20;16;22;2007;17;0;0;2,75;1;https://www.cian.ru/sale/flat/296816715/
13 700 000,00;19;NAR;56,5;37,5;6;9;1968;56;0;0;3;3;https://www.cian.ru/sale/flat/300776368/
13 700 000,00;16;SEAR;62,1;45,9;9;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/298360928/
13 700 000,00;14;EAR;56,1;37,5;4;7;1997;27;0;0;2,64;2;https://www.cian.ru/sale/flat/300876198/
13 700 000,00;12;WAR;39,1;21;10;12;1980;44;0;0;2,64;1;https://www.cian.ru/sale/flat/299121621/
13 700 000,00;11;SEAR;28;18;11;29;2022;2;0;0;3;1;https://www.cian.ru/sale/flat/300670002/
13 700 000,00;9;NEAR;64,6;46,7;9;9;1969;55;0;0;2,6;4;https://www.cian.ru/sale/flat/292667499/
13 700 000,00;8;NWAR;22,1;37,5;5;32;2024;0;0;0;3;1;https://www.cian.ru/sale/flat/300835111/
13 700 000,00;6;SWAR;49,9;37,5;12;12;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/292391101/
13 700 000,00;6;NEAR;61,9;46,4;8;9;1970;54;0;0;3;4;https://www.cian.ru/sale/flat/299170711/
13 700 000,00;5;SWAR;38,7;37,5;3;14;1994;30;0;0;2,64;1;https://www.cian.ru/sale/flat/299485140/
13 750 000,00;20;EAR;38,6;26,5;8;24;2019;5;0;0;2,9;1;https://www.cian.ru/sale/flat/299963312/
13 750 000,00;9;WAR;44,3;37,5;3;9;1970;54;0;0;2,65;2;https://www.cian.ru/sale/flat/299853557/
13 750 000,00;5;SEAR;67;46;1;6;1929;95;0;1;3,1;3;https://www.cian.ru/sale/flat/300442758/
13 750 000,00;4;SEAR;67;40;1;6;2019;5;0;1;3,2;2;https://www.cian.ru/sale/flat/300865618/
13 758 188,00;12;NAR;57,3;37,5;3;10;2024;0;1;1;3;2;https://www.cian.ru/sale/flat/293041441/
13 767 600,00;14;WAR;33;9,6;32;33;2023;1;1;0;2,7;1;https://www.cian.ru/sale/flat/274414161/
13 780 000,00;9;NAR;37,6;37,5;8;31;2024;0;1;0;2,7;1;https://www.cian.ru/sale/flat/300890761/
13 800 000,00;17;NWAR;40,3;30;9;28;2019;5;0;1;3;1;https://www.cian.ru/sale/flat/300592124/
13 800 000,00;16;NAR;62,5;44,7;5;12;1981;43;0;0;2,6;3;https://www.cian.ru/sale/flat/299459192/
13 800 000,00;14;SWAR;38,1;37,5;2;12;1965;59;0;0;2,64;2;https://www.cian.ru/sale/flat/295978318/
13 800 000,00;12;CAR;35;37,5;10;12;1972;52;0;0;2,48;1;https://www.cian.ru/sale/flat/300232347/
13 800 000,00;11;NEAR;38,8;37,5;12;19;2020;4;0;0;2,8;1;https://www.cian.ru/sale/flat/300757392/
13 800 000,00;9;NEAR;33;21,4;3;9;1968;56;0;0;2,65;1;https://www.cian.ru/sale/flat/300441251/
13 800 000,00;5;SAR;46,8;30,5;4;12;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300236165/
13 800 000,00;4;WAR;34;15,9;9;9;1965;59;0;0;2,7;1;https://www.cian.ru/sale/flat/300135242/
13 850 000,00;10;SAR;40,3;22,6;21;24;2022;2;0;0;2,9;1;https://www.cian.ru/sale/flat/296405462/
13 850 000,00;4;WAR;44,4;37,5;3;29;2022;2;1;1;3;1;https://www.cian.ru/sale/flat/294781897/
13 870 000,00;12;NAR;57,3;37,5;5;10;2024;0;0;1;3,3;2;https://www.cian.ru/sale/flat/300426960/
13 890 000,00;16;NWAR;35,7;12,2;13;21;2023;1;0;0;3,1;1;https://www.cian.ru/sale/flat/300073845/
13 900 000,00;18;WAR;44,9;31,6;3;16;1971;53;0;0;2,7;2;https://www.cian.ru/sale/flat/298298500/
13 900 000,00;18;SWAR;75;44;13;18;2019;5;0;0;3;3;https://www.cian.ru/sale/flat/300923132/
13 900 000,00;16;EAR;44,9;14,9;11;21;2022;2;0;1;3;2;https://www.cian.ru/sale/flat/299154733/
13 900 000,00;14;NEAR;47,8;37,5;17;21;2021;3;0;1;2,8;2;https://www.cian.ru/sale/flat/300499639/
13 900 000,00;13;EAR;50,3;29,5;4;14;1990;34;0;0;2,64;2;https://www.cian.ru/sale/flat/300563845/
13 900 000,00;11;SEAR;49,2;37,5;1;9;2003;21;0;0;2,78;2;https://www.cian.ru/sale/flat/292375277/
13 900 000,00;10;WAR;36;14,3;8;17;2000;24;0;0;2,64;1;https://www.cian.ru/sale/flat/299495080/
13 900 000,00;10;SAR;61,4;45,8;4;9;1971;53;0;0;2,64;4;https://www.cian.ru/sale/flat/296846928/
13 900 000,00;10;WAR;76,8;51,4;1;14;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/297556834/
13 900 000,00;9;EAR;63,2;46,7;5;9;1967;57;0;0;3;4;https://www.cian.ru/sale/flat/299603832/
13 900 000,00;8;SWAR;50,1;30,4;2;17;1990;34;0;0;2,62;2;https://www.cian.ru/sale/flat/300559505/
13 900 000,00;7;SEAR;62,9;46,5;2;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299359347/
13 900 000,00;6;SWAR;44,5;29,2;2;9;1972;52;0;0;2,64;2;https://www.cian.ru/sale/flat/298911954/
13 900 000,00;6;SAR;84;46,2;2;22;2023;1;0;0;3;3;https://www.cian.ru/sale/flat/300655380/
13 900 000,00;5;SEAR;47;19;11;23;2009;15;0;0;2,7;1;https://www.cian.ru/sale/flat/296689256/
13 900 000,00;5;WAR;62,3;41;2;9;1965;59;0;0;2,7;3;https://www.cian.ru/sale/flat/300989457/
13 900 000,00;3;NAR;38;19,2;10;17;2001;23;0;0;2,7;1;https://www.cian.ru/sale/flat/299875131/
13 950 000,00;19;NWAR;31;37,5;5;22;2022;2;0;1;3;1;https://www.cian.ru/sale/flat/299768562/
13 950 000,00;7;SWAR;46;30;3;9;1976;48;0;0;2,64;2;https://www.cian.ru/sale/flat/300499469/
13 950 000,00;6;SEAR;51,1;30,3;2;17;2016;8;0;0;2,7;2;https://www.cian.ru/sale/flat/300542057/
13 950 000,00;6;WAR;73;37,5;1;17;1989;35;0;0;2,64;3;https://www.cian.ru/sale/flat/296891678/
13 955 000,00;4;SWAR;54;37,5;11;20;2022;2;1;1;3;1;https://www.cian.ru/sale/flat/283753041/
13 960 000,00;5;SAR;32,4;9,5;4;33;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/297201277/
13 970 000,00;8;SEAR;64;41;8;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299097846/
13 990 000,00;15;SWAR;62,1;33,3;8;13;2004;20;0;0;2,75;2;https://www.cian.ru/sale/flat/299812752/
13 990 000,00;14;SWAR;40,1;37,5;2;20;2022;2;0;0;2,7;1;https://www.cian.ru/sale/flat/300179831/
13 990 000,00;11;SAR;30;37,5;2;4;2017;7;0;1;2,7;4;https://www.cian.ru/sale/flat/272426677/
13 990 000,00;10;SEAR;47;37,5;6;9;1972;52;0;0;2,5;2;https://www.cian.ru/sale/flat/300503142/
13 990 000,00;9;SAR;54,8;37,5;15;24;2012;12;0;0;2,9;2;https://www.cian.ru/sale/flat/300829889/
13 990 000,00;8;NEAR;35;37,5;3;9;1966;58;0;0;2,65;2;https://www.cian.ru/sale/flat/300663312/
13 990 000,00;8;WAR;36;37,5;9;9;1970;54;0;0;2,64;1;https://www.cian.ru/sale/flat/300664967/
13 990 000,00;7;NAR;53,9;32,3;11;16;1980;44;0;0;2,64;2;https://www.cian.ru/sale/flat/300043414/
13 990 000,00;6;SAR;39;37,5;12;16;1981;43;0;0;2,64;1;https://www.cian.ru/sale/flat/298934809/
13 990 000,00;5;EAR;56,1;34,1;5;5;1958;66;0;0;2,65;2;https://www.cian.ru/sale/flat/291017581/
13 990 000,00;3;SAR;44,9;37,5;4;9;1970;54;0;0;2,5;2;https://www.cian.ru/sale/flat/299855355/
13 997 000,00;3;SAR;59,4;43,8;1;9;1973;51;0;0;3;3;https://www.cian.ru/sale/flat/300289604/
13 999 000,00;18;EAR;57,5;38;3;9;1970;54;0;0;2,64;3;https://www.cian.ru/sale/flat/299986474/
13 999 000,00;11;SEAR;62,6;44;3;9;1967;57;0;0;2,64;4;https://www.cian.ru/sale/flat/291396641/
13 999 000,00;3;NAR;36,7;22,9;2;9;1964;60;0;0;3;2;https://www.cian.ru/sale/flat/300781629/
13 999 900,00;9;NEAR;36;19;9;12;1970;54;0;0;2,64;1;https://www.cian.ru/sale/flat/300497842/
13 999 999,00;19;NEAR;58,3;33,7;6;22;2007;17;0;0;2,64;2;https://www.cian.ru/sale/flat/300033276/
13 999 999,00;4;EAR;48;24;20;22;2022;2;0;0;2,7;2;https://www.cian.ru/sale/flat/298922909/
14 000 000,00;19;WAR;55,3;37,5;4;4;1949;75;0;0;3;2;https://www.cian.ru/sale/flat/300853753/
14 000 000,00;18;SEAR;63,1;46,5;3;9;1979;45;0;0;2,6;4;https://www.cian.ru/sale/flat/300299181/
14 000 000,00;17;NAR;28,6;37,5;3;23;2024;0;1;1;3,2;1;https://www.cian.ru/sale/flat/298969635/
14 000 000,00;17;SWAR;47;37,5;14;14;1969;55;0;0;2,64;2;https://www.cian.ru/sale/flat/300795780/
14 000 000,00;15;SEAR;51;28,4;5;17;1992;32;0;0;2,64;2;https://www.cian.ru/sale/flat/300831273/
14 000 000,00;14;NWAR;30;20;21;24;2021;3;0;1;3,2;1;https://www.cian.ru/sale/flat/294594280/
14 000 000,00;14;SWAR;63,2;46,3;9;9;1972;52;0;0;3;4;https://www.cian.ru/sale/flat/300574311/
14 000 000,00;14;SEAR;68;39;2;23;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/289389141/
14 000 000,00;13;NAR;37,1;22,6;3;9;1964;60;0;0;2,64;2;https://www.cian.ru/sale/flat/300754029/
14 000 000,00;13;SEAR;40,9;20,9;11;13;2022;2;0;0;2,8;1;https://www.cian.ru/sale/flat/299281102/
14 000 000,00;13;SEAR;54;32,5;1;14;1997;27;0;0;2,64;2;https://www.cian.ru/sale/flat/295295281/
14 000 000,00;12;NEAR;37;19;13;17;2019;5;0;0;2,7;1;https://www.cian.ru/sale/flat/298527239/
14 000 000,00;11;SAR;64;46,4;3;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/294609476/
14 000 000,00;10;NWAR;58,2;37;7;9;1968;56;0;0;2,64;3;https://www.cian.ru/sale/flat/298883796/
14 000 000,00;9;SEAR;58,6;31,6;19;25;2016;8;0;0;2,7;2;https://www.cian.ru/sale/flat/300654085/
14 000 000,00;8;SAR;76,6;52,7;1;14;1991;33;0;0;2,64;4;https://www.cian.ru/sale/flat/299295825/
14 000 000,00;6;SAR;54;37,5;6;9;1977;47;0;0;2,64;3;https://www.cian.ru/sale/flat/297212699/
14 000 000,00;5;SAR;32,4;37,5;4;33;2023;1;1;0;2,7;1;https://www.cian.ru/sale/flat/298421748/
14 000 000,00;4;NAR;43;32;6;8;1958;66;0;0;3;2;https://www.cian.ru/sale/flat/298753215/
14 000 000,00;4;SWAR;44,8;27,4;4;12;1972;52;0;0;3;2;https://www.cian.ru/sale/flat/300424388/
14 064 700,00;12;WAR;34,9;15,6;19;21;2023;1;1;0;2,7;1;https://www.cian.ru/sale/flat/297334702/
14 077 381,00;24;SEAR;36,8;10,7;14;23;2023;1;1;0;2,62;1;https://www.cian.ru/sale/flat/300680004/
14 100 000,00;14;SWAR;31;19;3;9;1965;59;0;0;2,5;1;https://www.cian.ru/sale/flat/300386735/
14 100 000,00;13;NAR;36,19;12;10;22;2023;1;0;0;2,7;1;https://www.cian.ru/sale/flat/300889696/
14 100 000,00;12;NEAR;29,4;17,6;6;8;1959;65;0;0;2,7;1;https://www.cian.ru/sale/flat/300771393/
14 100 000,00;9;NAR;36,73;37,5;17;31;2024;0;1;0;2,7;1;https://www.cian.ru/sale/flat/298664660/
14 100 000,00;8;EAR;45;28;2;9;1962;62;0;0;2,64;2;https://www.cian.ru/sale/flat/300427699/
14 100 000,00;7;SEAR;39,8;18,9;6;24;2018;6;0;0;2,7;1;https://www.cian.ru/sale/flat/299928892/
14 100 000,00;5;EAR;53;32,5;9;10;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300313132/
14 100 000,00;3;NAR;45;30;2;5;1963;61;0;0;3;2;https://www.cian.ru/sale/flat/300411529/
14 149 999,00;7;NEAR;63,2;37,5;4;12;1976;48;0;0;2,5;3;https://www.cian.ru/sale/flat/294295889/
14 150 000,00;11;SWAR;38,5;19;17;17;2010;14;0;0;2,74;1;https://www.cian.ru/sale/flat/300454579/
14 170 118,00;27;SAR;34,3;14;30;33;2023;1;1;0;2,68;1;https://www.cian.ru/sale/flat/300915394/
14 180 992,00;10;WAR;47,6;37,5;3;25;2022;2;1;0;2,7;2;https://www.cian.ru/sale/flat/300614605/
14 200 000,00;9;SAR;30,6;18,7;7;8;2019;5;0;0;3;1;https://www.cian.ru/sale/flat/300338572/
14 200 000,00;8;SWAR;60,2;37,5;10;16;2003;21;0;0;2,9;2;https://www.cian.ru/sale/flat/299185600/
14 200 000,00;5;NWAR;40,6;26;18;25;2019;5;0;0;2,85;1;https://www.cian.ru/sale/flat/298599181/
14 200 000,00;5;NEAR;42,4;21;2;23;2021;3;0;0;2,8;1;https://www.cian.ru/sale/flat/297722022/
14 200 000,00;4;EAR;40;23,5;3;12;1969;55;0;0;2,64;1;https://www.cian.ru/sale/flat/298965296/
14 216 588,00;20;NEAR;34;37,5;10;22;2021;3;1;0;2,65;1;https://www.cian.ru/sale/flat/298401393/
14 221 662,00;16;NWAR;39;37,5;1;24;2024;0;1;0;3;1;https://www.cian.ru/sale/flat/300361487/
14 250 000,00;10;NWAR;43;18;20;20;2015;9;0;0;3;1;https://www.cian.ru/sale/flat/300615394/
14 250 000,00;5;NAR;35;19;3;9;1973;51;0;0;3;1;https://www.cian.ru/sale/flat/300986104/
14 250 000,00;3;NAR;42,2;15,3;5;24;2021;3;0;0;2,8;1;https://www.cian.ru/sale/flat/300009245/
14 250 000,00;2;NWAR;37,5;19;11;22;1987;37;0;0;2,64;1;https://www.cian.ru/sale/flat/300603353/
14 290 000,00;8;NEAR;38;20;4;9;1975;49;0;0;2,64;1;https://www.cian.ru/sale/flat/300809061/
14 300 000,00;17;EAR;45;30;2;9;1966;58;0;0;2,65;2;https://www.cian.ru/sale/flat/300293083/
14 300 000,00;16;SWAR;67;41;2;9;1976;48;0;0;2,7;4;https://www.cian.ru/sale/flat/295037149/
14 300 000,00;15;NEAR;36;18;2;9;1964;60;0;0;3;2;https://www.cian.ru/sale/flat/300840758/
14 300 000,00;15;NAR;61;42,9;6;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299723167/
14 300 000,00;11;CAR;80,9;56,4;8;8;1957;67;0;0;3,2;4;https://www.cian.ru/sale/flat/297372708/
14 300 000,00;5;NWAR;45,7;37,5;6;25;2022;2;0;1;3,1;2;https://www.cian.ru/sale/flat/300172251/
14 300 000,00;4;SAR;62,4;46;5;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299596657/
14 300 000,00;3;EAR;40,1;37,5;2;8;1963;61;0;0;2,64;1;https://www.cian.ru/sale/flat/300571796/
14 350 000,00;14;NEAR;63,7;33,2;7;17;2007;17;0;0;2,74;2;https://www.cian.ru/sale/flat/300833862/
14 350 000,00;9;NWAR;35;37,5;9;9;1972;52;0;0;2,64;2;https://www.cian.ru/sale/flat/300840365/
14 375 962,00;16;NAR;52,8;25,5;10;14;2023;1;1;0;2,84;2;https://www.cian.ru/sale/flat/297033536/
14 390 000,00;7;WAR;32,8;14;6;17;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/300383794/
14 390 000,00;3;SAR;38,2;20,1;6;9;1961;63;0;0;3;1;https://www.cian.ru/sale/flat/300660959/
14 400 000,00;16;SWAR;30;18;8;9;1966;58;0;0;2,7;1;https://www.cian.ru/sale/flat/299241579/
14 400 000,00;14;NAR;44,5;37,5;3;9;1972;52;0;0;2,64;2;https://www.cian.ru/sale/flat/300793238/
14 400 000,00;8;NAR;36;19;8;9;1970;54;0;0;2,7;1;https://www.cian.ru/sale/flat/300600845/
14 400 000,00;6;SAR;36,9;14;18;26;2023;1;0;0;2,7;1;https://www.cian.ru/sale/flat/299427439/
14 400 000,00;5;SAR;52;32;2;17;1997;27;0;0;2,64;2;https://www.cian.ru/sale/flat/291641709/
14 450 000,00;10;NAR;48,3;29,2;1;9;1975;49;0;0;2,64;2;https://www.cian.ru/sale/flat/298252053/
14 467 200,00;14;WAR;35,2;10,3;20;33;2023;1;1;0;2,7;1;https://www.cian.ru/sale/flat/297434025/
14 490 000,00;13;NWAR;40;18;8;9;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/300102336/
14 490 000,00;11;SWAR;41;21,1;5;12;1968;56;0;0;2,48;2;https://www.cian.ru/sale/flat/299961362/
14 490 000,00;7;NAR;35;37,5;5;12;1968;56;0;0;2,64;1;https://www.cian.ru/sale/flat/300557795/
14 499 000,00;16;EAR;52;37,5;1;16;1993;31;0;0;2,48;2;https://www.cian.ru/sale/flat/300601402/
14 500 000,00;18;NWAR;35,7;12,2;13;21;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/297022451/
14 500 000,00;17;NWAR;30,5;19;6;16;2024;0;1;0;3;1;https://www.cian.ru/sale/flat/299693599/
14 500 000,00;17;EAR;39,5;21;2;14;1994;30;0;0;2,65;1;https://www.cian.ru/sale/flat/300691701/
14 500 000,00;17;SWAR;44;30;2;5;1963;61;0;0;2,5;2;https://www.cian.ru/sale/flat/300210689/
14 500 000,00;17;SEAR;48,74;37,5;11;19;2024;0;1;1;3;2;https://www.cian.ru/sale/flat/298297506/
14 500 000,00;16;WAR;42;18;16;25;1998;26;0;0;2,8;1;https://www.cian.ru/sale/flat/295181332/
14 500 000,00;16;NAR;43,9;37,5;1;16;1977;47;0;0;2,7;1;https://www.cian.ru/sale/flat/300833245/
14 500 000,00;15;EAR;58;44;2;9;1966;58;0;0;2,64;3;https://www.cian.ru/sale/flat/300579605/
14 500 000,00;15;EAR;65;43,7;9;9;1970;54;0;0;2,64;4;https://www.cian.ru/sale/flat/300713526/
14 500 000,00;14;SWAR;37,5;20;5;14;2007;17;0;0;2,75;1;https://www.cian.ru/sale/flat/298572994/
14 500 000,00;14;NEAR;52,2;37,5;6;12;1979;45;0;0;2,64;2;https://www.cian.ru/sale/flat/300844069/
14 500 000,00;13;SWAR;63;46;6;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/299520142/
14 500 000,00;12;SWAR;50;37,5;4;9;1976;48;0;0;2,64;3;https://www.cian.ru/sale/flat/299145106/
14 500 000,00;12;SWAR;64;47;3;9;1977;47;0;0;2,64;4;https://www.cian.ru/sale/flat/271286209/
14 500 000,00;11;EAR;37,7;10,3;11;33;2024;0;1;0;3;1;https://www.cian.ru/sale/flat/299677411/
14 500 000,00;11;NWAR;43;27;5;9;1968;56;0;0;3;2;https://www.cian.ru/sale/flat/299853663/
14 500 000,00;10;SEAR;30;18;10;27;2022;2;0;0;3;1;https://www.cian.ru/sale/flat/298826127/
14 500 000,00;10;SEAR;38,2;37,5;8;9;1969;55;0;0;2,6;2;https://www.cian.ru/sale/flat/298501611/
14 500 000,00;10;WAR;45;30;11;14;1969;55;0;0;2,64;2;https://www.cian.ru/sale/flat/300810564/
14 500 000,00;9;SEAR;40,9;25,3;3;8;1961;63;0;0;2,6;2;https://www.cian.ru/sale/flat/300478282/
14 500 000,00;8;NEAR;57;45;3;9;1970;54;0;0;2,64;3;https://www.cian.ru/sale/flat/300779492/
14 500 000,00;8;NWAR;61,7;37,5;8;24;2023;1;0;0;2,75;2;https://www.cian.ru/sale/flat/294473072/
14 500 000,00;8;NEAR;64,5;45,9;1;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/300107944/
14 500 000,00;8;SAR;65;40;13;16;1983;41;0;0;3;3;https://www.cian.ru/sale/flat/299899341/
14 500 000,00;7;SAR;31,5;15;16;23;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/300083916/
14 500 000,00;7;NAR;38,3;19,2;11;17;1988;36;0;0;2,7;1;https://www.cian.ru/sale/flat/298165816/
14 500 000,00;6;SAR;35,1;13,3;2;26;2023;1;0;0;2,7;1;https://www.cian.ru/sale/flat/300799595/
14 500 000,00;6;SEAR;44;28;17;17;2006;18;0;0;2,75;2;https://www.cian.ru/sale/flat/300841537/
14 500 000,00;6;NAR;47,2;32,7;12;33;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/299611996/
14 500 000,00;6;SAR;47,9;37,5;2;9;1973;51;0;0;2,8;2;https://www.cian.ru/sale/flat/298819612/
14 500 000,00;6;NAR;64;46,4;3;9;1966;58;0;0;2,64;4;https://www.cian.ru/sale/flat/294052215/
14 500 000,00;5;NAR;37,9;19;12;17;1986;38;0;0;2,75;1;https://www.cian.ru/sale/flat/298554787/
14 500 000,00;5;NAR;65;46,4;3;9;1966;58;0;0;2,7;4;https://www.cian.ru/sale/flat/292487820/
14 500 000,00;5;SAR;68,5;53,6;4;9;1971;53;0;0;2,64;3;https://www.cian.ru/sale/flat/299731595/
14 500 000,00;3;WAR;37,6;18;8;17;1984;40;0;0;2,7;1;https://www.cian.ru/sale/flat/300685886/
14 500 000,00;3;EAR;59,3;37,5;4;9;1969;55;0;0;2,64;3;https://www.cian.ru/sale/flat/300542990/
14 502 068,00;4;EAR;33,51;12,5;6;29;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/298055159/
14 507 621,00;17;SEAR;45,9;13,1;3;8;2024;0;1;1;2,87;1;https://www.cian.ru/sale/flat/300575191/
14 518 035,00;16;NAR;52,9;25,5;13;14;2023;1;1;0;2,84;2;https://www.cian.ru/sale/flat/297032963/
14 528 203,00;27;SAR;44,2;16;17;23;2023;1;1;0;2,62;1;https://www.cian.ru/sale/flat/300726025/
14 550 000,00;5;NWAR;51,1;37,5;4;20;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/299687178/
14 562 033,00;10;SWAR;47,5;14,9;11;14;2023;1;1;1;2,8;1;https://www.cian.ru/sale/flat/297413638/
14 590 000,00;5;WAR;32,6;10,6;9;21;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/300126205/
14 599 000,00;11;NEAR;50,3;37,5;14;16;1976;48;0;0;2,5;2;https://www.cian.ru/sale/flat/299108145/
14 600 000,00;11;EAR;37,3;10,3;7;33;2024;0;1;0;2,8;1;https://www.cian.ru/sale/flat/298264753/
14 600 000,00;9;SAR;50,5;30,4;5;17;1985;39;0;0;2,64;2;https://www.cian.ru/sale/flat/300867236/
14 604 980,00;6;NAR;52,4;25,4;13;15;2023;1;1;0;2,84;2;https://www.cian.ru/sale/flat/300121769/
14 650 000,00;14;NEAR;58;37,5;5;17;2016;8;0;0;2,64;2;https://www.cian.ru/sale/flat/298324638/
14 650 000,00;10;NAR;36;15;5;17;2001;23;0;0;2,64;1;https://www.cian.ru/sale/flat/294761737/
14 700 000,00;13;CAR;30;18;3;5;1960;64;0;0;2,8;1;https://www.cian.ru/sale/flat/298670679/
14 700 000,00;10;SEAR;30;15;5;29;2022;2;0;0;3;1;https://www.cian.ru/sale/flat/299360335/
14 700 000,00;9;NAR;32,9;20,8;1;5;1960;64;0;0;2,9;1;https://www.cian.ru/sale/flat/297827474/
14 700 000,00;9;SAR;45;20;9;9;1969;55;0;0;2,6;2;https://www.cian.ru/sale/flat/300610779/
14 700 000,00;7;SAR;45;28;4;9;1970;54;0;0;2,55;2;https://www.cian.ru/sale/flat/300282463/
14 728 625,00;10;SEAR;37,1;11,9;29;33;2023;1;1;0;2,67;1;https://www.cian.ru/sale/flat/293402797/
14 766 700,00;14;WAR;37;11,2;33;33;2023;1;1;0;2,7;1;https://www.cian.ru/sale/flat/281170310/
14 790 000,00;13;SAR;59;37,6;8;9;1969;55;0;0;2,64;3;https://www.cian.ru/sale/flat/300327358/
14 790 000,00;12;SAR;44,7;30,4;5;8;1961;63;0;0;2,64;2;https://www.cian.ru/sale/flat/296801651/
14 798 340,00;11;WAR;34,2;14,1;33;33;2023;1;1;0;2,62;1;https://www.cian.ru/sale/flat/270796934/
14 799 000,00;4;NEAR;63,1;46,3;9;9;2019;5;0;0;3;4;https://www.cian.ru/sale/flat/289331383/
14 800 000,00;13;WAR;44;28;1;9;1970;54;0;0;2,64;2;https://www.cian.ru/sale/flat/297130856/
14 800 000,00;12;EAR;65;38,9;1;9;1971;53;0;0;2,64;3;https://www.cian.ru/sale/flat/299860510/
14 800 000,00;11;SEAR;28,1;37,5;5;27;2022;2;0;0;3;1;https://www.cian.ru/sale/flat/300883239/
14 800 000,00;11;SAR;45;37,5;4;9;1970;54;0;0;2,64;2;https://www.cian.ru/sale/flat/300508742/
14 800 000,00;10;NAR;47;31;5;14;1971;53;0;0;2,64;2;https://www.cian.ru/sale/flat/300822574/
14 800 000,00;8;SEAR;41,1;15;14;26;2023;1;0;0;2,7;1;https://www.cian.ru/sale/flat/299560332/
14 800 000,00;8;SAR;44,4;37,5;1;5;1966;58;0;0;2,48;2;https://www.cian.ru/sale/flat/299070039/
14 800 000,00;8;EAR;57,9;41,3;8;9;1968;56;0;0;2,55;3;https://www.cian.ru/sale/flat/300824965/
14 800 000,00;7;SEAR;34,5;37,5;17;33;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/296167467/
14 800 000,00;7;NEAR;46;30;5;12;1981;43;0;0;2,6;2;https://www.cian.ru/sale/flat/300684694/
14 800 000,00;6;NEAR;34,6;20,8;5;21;2019;5;0;0;2,8;1;https://www.cian.ru/sale/flat/300385847/
14 800 000,00;5;NEAR;30;16;11;12;1972;52;0;0;2,64;1;https://www.cian.ru/sale/flat/300045417/
14 800 000,00;5;NEAR;30;15,6;11;12;1972;52;0;0;3;1;https://www.cian.ru/sale/flat/300881473/
14 800 000,00;3;NAR;36,9;19;10;24;2021;3;0;0;3;1;https://www.cian.ru/sale/flat/299281002/
14 825 000,00;13;WAR;52;37,5;7;17;2006;18;0;0;2,5;2;https://www.cian.ru/sale/flat/299856718/
14 850 000,00;13;SEAR;77,8;49,8;1;5;1958;66;0;0;3;4;https://www.cian.ru/sale/flat/295197611/
14 850 000,00;11;SEAR;51,5;37,5;16;17;2001;23;0;0;2,7;2;https://www.cian.ru/sale/flat/300512221/
14 850 000,00;11;EAR;55;32;5;17;2019;5;0;0;2,6;2;https://www.cian.ru/sale/flat/300634689/
14 850 000,00;11;NEAR;62,5;45,5;6;9;2019;5;0;0;2,65;4;https://www.cian.ru/sale/flat/298673623/
14 850 000,00;10;NAR;43,7;19,3;10;12;1975;49;0;0;2,65;1;https://www.cian.ru/sale/flat/300553239/
14 861 000,00;5;WAR;32,8;9,5;28;33;2023;1;1;0;3;1;https://www.cian.ru/sale/flat/299983333/
14 900 000,00;19;NEAR;63,7;37,5;13;25;2024;0;1;0;3;2;https://www.cian.ru/sale/flat/299247819/
14 900 000,00;14;SWAR;55,3;37,9;4;5;1960;64;0;0;2,6;3;https://www.cian.ru/sale/flat/298976988/
14 900 000,00;14;NEAR;63;46,1;8;9;1975;49;0;0;2,64;4;https://www.cian.ru/sale/flat/298576679/
14 900 000,00;11;SEAR;34,2;37,5;24;33;2023;1;0;0;2,59;1;https://www.cian.ru/sale/flat/297087775/
14 900 000,00;11;SEAR;58,4;37,5;22;25;2019;5;0;0;3;2;https://www.cian.ru/sale/flat/292772970/
14 900 000,00;8;NWAR;40;21;10;12;1979;45;0;0;2,64;1;https://www.cian.ru/sale/flat/297396521/
14 900 000,00;8;NEAR;40;37,5;5;9;1966;58;0;0;2,64;2;https://www.cian.ru/sale/flat/299659010/
