price;min_to_metro;region_of_moscow;total_area;living_area;floor;number_of_floors;construction_year;is_new;is_apartments;ceiling_height;number_of_rooms;link
15400000;4;NAR;32;;6;15;2018;0;1;3;1;https://www.cian.ru/sale/flat/298939258/
15400000;4;SWAR;41,9;22;17;22;2007;0;0;;1;https://www.cian.ru/sale/flat/299724639/
15410798;16;NAR;59,5;29,7;13;13;2023;1;0;2,84;2;https://www.cian.ru/sale/flat/297032975/
15451876;26;SAR;42,3;22;2;11;2024;1;0;2,97;1;https://www.cian.ru/sale/flat/288140316/
15471700;12;WAR;47,9;34,5;4;21;2020;1;1;3,3;2;https://www.cian.ru/sale/flat/299137381/
15490000;6;SEAR;40,9;10,5;14;25;2018;0;0;2,8;2;https://www.cian.ru/sale/flat/299322359/
15499000;6;NAR;49,4;38,5;9;33;2024;0;0;2,8;2;https://www.cian.ru/sale/flat/300122473/
15499000;7;CAR;36,8;19,3;11;16;1975;0;0;2,6;1;https://www.cian.ru/sale/flat/300045498/
15500000;10;NWAR;53;;4;57;2025;1;0;;2;https://www.cian.ru/sale/flat/300232324/
15500000;20;WAR;58;30;1;5;1957;0;0;3;2;https://www.cian.ru/sale/flat/300895376/
15500000;19;NWAR;53,3;31,9;11;16;;0;0;2,6;2;https://www.cian.ru/sale/flat/299591930/
15500000;12;SWAR;38;;7;9;1962;0;0;2,64;2;https://www.cian.ru/sale/flat/299496399/
15500000;14;SAR;60,5;;2;17;2000;0;0;2,7;2;https://www.cian.ru/sale/flat/300888953/
15500000;14;WAR;51,3;31,1;4;16;;0;0;2,5;2;https://www.cian.ru/sale/flat/300209343/
15500000;3;SWAR;44,5;;4;9;1972;0;0;2,64;2;https://www.cian.ru/sale/flat/300860737/
15500000;5;NEAR;52;30,3;10;14;1994;0;0;;2;https://www.cian.ru/sale/flat/300576198/
15500000;9;EAR;52,7;;6;12;1985;0;0;;2;https://www.cian.ru/sale/flat/298725493/
15500000;6;EAR;52;30;8;12;1986;0;0;;2;https://www.cian.ru/sale/flat/300659824/
15500000;5;NWAR;34,6;13,5;19;25;2024;1;0;;1;https://www.cian.ru/sale/flat/295269605/
15500000;5;WAR;27;;6;14;;0;0;;1;https://www.cian.ru/sale/flat/300935784/
15500000;10;CAR;36;19;7;12;1974;0;0;2,64;1;https://www.cian.ru/sale/flat/299241650/
15500000;6;CAR;33,6;19;2;9;;0;0;;1;https://www.cian.ru/sale/flat/299055856/
15500000;2;NEAR;36,3;25,1;14;15;2020;0;1;3;1;https://www.cian.ru/sale/flat/299027298/
15500000;12;SEAR;38,8;15;18;20;2019;0;0;3;1;https://www.cian.ru/sale/flat/300551345/
15500000;8;NWAR;42;19;17;25;2008;0;0;2,8;1;https://www.cian.ru/sale/flat/297471744/
15500000;16;WAR;35;;12;15;1969;0;0;2,64;1;https://www.cian.ru/sale/flat/294632911/
15500000;10;NAR;39,3;11,2;4;6;;0;1;3,2;1;https://www.cian.ru/sale/flat/294768332/
15500000;11;SWAR;70;45;12;12;1967;0;0;2,8;3;https://www.cian.ru/sale/flat/296664650/
15500000;9;EAR;65;45;8;9;1968;0;0;2,64;4;https://www.cian.ru/sale/flat/301084769/
15500000;4;SAR;62;46;2;9;1971;0;0;2,64;4;https://www.cian.ru/sale/flat/298679810/
15500000;17;EAR;68,1;50,1;2;9;1973;0;0;2,6;4;https://www.cian.ru/sale/flat/299648038/
15500000;4;EAR;63;46,3;4;9;1971;0;0;2,64;4;https://www.cian.ru/sale/flat/301065204/
15500000;17;EAR;68,1;50,1;2;9;1973;0;0;2,5;4;https://www.cian.ru/sale/flat/298758515/
15502215;26;;41,4;15;10;12;2024;1;0;2,97;1;https://www.cian.ru/sale/flat/298310729/
15510000;9;CAR;34;27;2;5;1903;0;1;3,3;1;https://www.cian.ru/sale/flat/300551096/
15550000;19;SEAR;50,1;28,2;3;16;1986;0;0;2,48;2;https://www.cian.ru/sale/flat/300552142/
15550000;19;SEAR;50,1;;3;16;1986;0;0;;2;https://www.cian.ru/sale/flat/297903439/
15550000;10;SEAR;54,5;31,9;10;16;1977;0;0;2,64;2;https://www.cian.ru/sale/flat/286749798/
15550000;7;NWAR;42;22;17;18;2000;0;0;3;1;https://www.cian.ru/sale/flat/300813614/
15550000;;WAR;38;;9;17;1984;0;0;2,64;1;https://www.cian.ru/sale/flat/296688010/
15550000;;CAR;35,6;20,3;1;12;1980;0;0;2,65;1;https://www.cian.ru/sale/flat/300011260/
15579050;5;WAR;52,9;;3;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299508963/
15600000;4;SAR;50,9;20,7;7;33;2023;1;0;;2;https://www.cian.ru/sale/flat/297150148/
15600000;20;WAR;65,4;39,2;19;21;2020;1;1;3;2;https://www.cian.ru/sale/flat/290875925/
15600000;19;NAR;56,1;;2;16;2021;0;0;2,63;2;https://www.cian.ru/sale/flat/298485263/
15600000;3;CAR;35,1;;12;12;1969;0;0;;1;https://www.cian.ru/sale/flat/300873918/
15600000;15;EAR;42;13,4;20;21;2022;0;1;3;1;https://www.cian.ru/sale/flat/300943049/
15600000;5;SAR;59;41;4;9;;0;0;;3;https://www.cian.ru/sale/flat/294928648/
15600000;16;NAR;58;;30;34;2024;0;0;2,64;3;https://www.cian.ru/sale/flat/300004652/
15600000;15;SWAR;68;;2;9;1978;0;0;;4;https://www.cian.ru/sale/flat/295849880/
15607088;30;WAR;34;14;21;33;2024;1;0;2,62;1;https://www.cian.ru/sale/flat/300679252/
15621827;10;WAR;53,6;;2;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/300605455/
15625394;10;WAR;51,4;;12;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299449791/
15650000;8;WAR;35,6;;30;32;2022;0;0;2,62;2;https://www.cian.ru/sale/flat/286524902/
15650000;6;SEAR;64;43,9;7;9;;0;0;;3;https://www.cian.ru/sale/flat/299072474/
15680000;11;SAR;46,1;28,7;8;9;1974;0;0;2,64;2;https://www.cian.ru/sale/flat/298942262/
15700000;5;WAR;39,8;;3;15;2024;1;1;2,7;2;https://www.cian.ru/sale/flat/298664704/
15700000;5;NWAR;48,2;14,1;8;19;2023;0;0;3;2;https://www.cian.ru/sale/flat/299117210/
15700000;11;SEAR;65;40;19;25;2018;0;0;2,8;2;https://www.cian.ru/sale/flat/296364346/
15700000;12;SEAR;38,8;17,4;18;20;2019;0;0;;1;https://www.cian.ru/sale/flat/300600848/
15700000;9;NEAR;37,1;20,2;11;16;1982;0;0;2,7;1;https://www.cian.ru/sale/flat/299208022/
15700000;5;WAR;26,9;13,4;8;14;;0;0;;1;https://www.cian.ru/sale/flat/300650861/
15700000;9;WAR;63,1;46,5;5;9;1969;0;0;2,64;4;https://www.cian.ru/sale/flat/300807144/
15727500;29;EAR;37,5;10,4;29;33;2023;1;0;2,6;1;https://www.cian.ru/sale/flat/271786256/
15731763;10;WAR;51,8;;13;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299449809/
15768716;6;NAR;62,9;37,9;3;15;2023;1;0;2,84;4;https://www.cian.ru/sale/flat/299656016/
15800000;17;SEAR;47,73;;7;21;2024;1;1;3;2;https://www.cian.ru/sale/flat/298189595/
15800000;19;NEAR;60;;19;25;2024;1;0;3;2;https://www.cian.ru/sale/flat/300601398/
15800000;3;NAR;43;31,3;4;8;;0;0;;2;https://www.cian.ru/sale/flat/285616997/
15800000;17;SWAR;42;;7;9;1967;0;0;2,64;2;https://www.cian.ru/sale/flat/298429447/
15800000;14;SAR;43;17;3;35;2022;1;0;3,1;1;https://www.cian.ru/sale/flat/300666380/
15800000;16;NEAR;40;27;1;14;2022;0;0;;1;https://www.cian.ru/sale/flat/300329735/
15800000;12;SEAR;36,8;18;3;9;1962;0;0;;1;https://www.cian.ru/sale/flat/298255017/
15800000;18;NWAR;38,1;18,2;24;25;2009;0;0;3;1;https://www.cian.ru/sale/flat/300774778/
15800000;17;SWAR;56;41;1;10;1961;0;0;2,64;3;https://www.cian.ru/sale/flat/300936698/
15800000;5;NEAR;75,1;51,7;1;12;1976;0;0;2,64;4;https://www.cian.ru/sale/flat/295858075/
15836476;6;WAR;54,1;;2;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/300889122/
15850000;11;EAR;45;;2;17;2023;0;0;;2;https://www.cian.ru/sale/flat/299104201/
15870000;9;NAR;45;27;5;5;1960;0;0;2,75;2;https://www.cian.ru/sale/flat/300900545/
15890000;5;SWAR;44,9;19,8;18;24;2003;0;0;2,78;1;https://www.cian.ru/sale/flat/300871933/
15899000;3;SEAR;38,1;20;5;15;2023;0;0;3;1;https://www.cian.ru/sale/flat/297903207/
15900000;19;SAR;44,35;;3;15;2024;1;0;2,7;2;https://www.cian.ru/sale/flat/298396891/
15900000;4;SWAR;55;14;23;23;;0;1;6,5;2;https://www.cian.ru/sale/flat/299523719/
15900000;10;SWAR;45;;2;9;1972;0;0;2,64;2;https://www.cian.ru/sale/flat/299812487/
15900000;18;NEAR;49,1;22,8;4;18;2023;0;1;2,7;2;https://www.cian.ru/sale/flat/300206682/
15900000;11;SEAR;39,8;;4;21;2021;0;0;;2;https://www.cian.ru/sale/flat/300565552/
15900000;2;NAR;47;20;11;33;;0;0;;2;https://www.cian.ru/sale/flat/300617244/
15900000;5;SWAR;53;28;8;14;1995;0;0;2,64;2;https://www.cian.ru/sale/flat/300474914/
15900000;19;SEAR;31,2;;10;22;2023;1;0;3,1;1;https://www.cian.ru/sale/flat/300601414/
15900000;11;NWAR;29,5;11,4;18;41;2021;1;0;3,2;1;https://www.cian.ru/sale/flat/299241123/
15900000;4;SAR;40,6;18,9;15;23;2015;0;0;2,7;1;https://www.cian.ru/sale/flat/298021901/
15900000;15;NAR;55,1;43;1;5;1960;0;0;2,6;3;https://www.cian.ru/sale/flat/300651633/
15900000;7;SEAR;57,6;39,6;7;9;1969;0;0;2,5;3;https://www.cian.ru/sale/flat/299722553/
15900000;3;SEAR;64;47;6;9;1969;0;0;2,64;4;https://www.cian.ru/sale/flat/297769984/
15900000;3;SWAR;63;46,5;5;9;1977;0;0;;4;https://www.cian.ru/sale/flat/300468576/
15900000;12;NEAR;62,7;46,3;1;9;1968;0;0;2,64;4;https://www.cian.ru/sale/flat/294249196/
15915910;29;EAR;37,3;11,2;29;33;2023;1;0;2,6;1;https://www.cian.ru/sale/flat/286291553/
15950000;9;NWAR;61,8;40,1;1;9;1995;0;0;2,65;2;https://www.cian.ru/sale/flat/300397344/
15950000;13;WAR;53;32,8;6;14;1968;0;0;2,7;2;https://www.cian.ru/sale/flat/297079796/
15950000;14;NWAR;28;14,6;25;41;2024;1;0;3,2;1;https://www.cian.ru/sale/flat/296680746/
15950000;7;SEAR;49,7;25;3;8;1959;0;0;;1;https://www.cian.ru/sale/flat/300622311/
15950000;22;WAR;37,4;14;20;30;;0;0;;1;https://www.cian.ru/sale/flat/300113747/
15956781;30;WAR;32,3;9,8;33;34;2023;1;0;2,62;1;https://www.cian.ru/sale/flat/300679325/
15961450;4;EAR;35,3;20,2;6;29;2023;1;0;3;2;https://www.cian.ru/sale/flat/298055188/
15970000;5;WAR;39,3;11,9;1;33;2023;1;0;2,7;1;https://www.cian.ru/sale/flat/297360580/
15974666;24;WAR;31,8;10,4;18;21;2023;1;0;2,74;1;https://www.cian.ru/sale/flat/279592040/
15978137;11;NWAR;35;10;13;17;2014;0;0;2,75;1;https://www.cian.ru/sale/flat/300251102/
15981280;10;WAR;53,2;;3;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299449819/
15990000;7;SWAR;45;;8;9;1971;0;0;2,5;2;https://www.cian.ru/sale/flat/300807361/
15990000;5;NWAR;43;;5;9;1967;0;0;2,64;2;https://www.cian.ru/sale/flat/298726692/
15990000;6;NAR;47;;11;33;;0;0;;2;https://www.cian.ru/sale/flat/300221936/
15990000;16;SAR;45,9;20;21;21;2006;0;0;2,78;1;https://www.cian.ru/sale/flat/300334903/
15990000;3;WAR;40;20;4;14;1998;0;0;2,8;1;https://www.cian.ru/sale/flat/299778170/
15990000;13;NWAR;65,2;45,8;6;9;;0;0;;4;https://www.cian.ru/sale/flat/299738414/
15999000;17;SAR;44,45;13,7;5;12;2024;1;0;;1;https://www.cian.ru/sale/flat/299855973/
15999990;13;NAR;58,2;33,7;13;16;;0;0;2,7;2;https://www.cian.ru/sale/flat/299027484/
16000000;9;SAR;82,2;41,8;13;20;2023;1;0;;2;https://www.cian.ru/sale/flat/293948906/
16000000;18;SEAR;48,8;20,3;21;25;2023;1;0;;2;https://www.cian.ru/sale/flat/300383611/
16000000;15;SWAR;54,2;24,4;6;21;2023;1;0;;2;https://www.cian.ru/sale/flat/298735725/
16000000;8;SEAR;45;;4;9;1969;0;0;2,64;2;https://www.cian.ru/sale/flat/300621745/
16000000;;NWAR;50,8;;13;16;;0;0;2,6;2;https://www.cian.ru/sale/flat/299325584/
16000000;16;SAR;47;30;8;9;1973;0;0;2,64;2;https://www.cian.ru/sale/flat/299862540/
16000000;15;SAR;54,5;32,2;10;17;1988;0;0;2,64;2;https://www.cian.ru/sale/flat/300574973/
16000000;14;NAR;35,6;12,3;8;21;2024;1;1;3,2;1;https://www.cian.ru/sale/flat/299511473/
16000000;11;SEAR;45,2;25;3;30;2023;0;0;3;1;https://www.cian.ru/sale/flat/299063844/
16000000;9;WAR;47,4;24,4;19;25;2017;0;0;;1;https://www.cian.ru/sale/flat/300667031/
16000000;12;WAR;41,9;21,5;19;19;2022;0;0;2,72;1;https://www.cian.ru/sale/flat/300703424/
16000000;19;WAR;42;21;4;12;2023;0;0;;1;https://www.cian.ru/sale/flat/300860664/
16000000;17;SEAR;41,1;13,5;23;30;;0;0;;1;https://www.cian.ru/sale/flat/300319816/
16000000;5;NWAR;62,7;46,3;6;9;1967;0;0;2,64;4;https://www.cian.ru/sale/flat/301046963/
16000000;11;SEAR;76,1;53,4;2;5;;0;0;;4;https://www.cian.ru/sale/flat/284604248/
16000000;6;NEAR;62,9;47;8;9;1969;0;0;2,64;4;https://www.cian.ru/sale/flat/301068786/
16000000;8;NWAR;65;45;6;9;1967;0;0;2,64;4;https://www.cian.ru/sale/flat/299554948/
16059038;6;NAR;68,3;35,6;6;15;2023;1;0;2,84;4;https://www.cian.ru/sale/flat/299656059/
16100000;4;CAR;47,2;28,4;8;12;1968;0;0;2,6;2;https://www.cian.ru/sale/flat/300684401/
16100000;8;NWAR;33;16;6;23;2023;0;0;;1;https://www.cian.ru/sale/flat/299962346/
16105292;6;NWAR;49,59;44,6;20;22;2022;1;1;3;2;https://www.cian.ru/sale/flat/292582406/
16150000;2;NAR;55,5;44;2;5;1962;0;0;2,8;3;https://www.cian.ru/sale/flat/296226599/
16190000;12;NEAR;38,5;16;6;20;2021;0;1;3,25;1;https://www.cian.ru/sale/flat/285754476/
16200000;11;WAR;42,8;14,8;30;33;2023;1;0;;2;https://www.cian.ru/sale/flat/299808868/
16200000;18;SEAR;50,6;;25;25;2023;1;0;;2;https://www.cian.ru/sale/flat/300189850/
16200000;7;NEAR;45;20;4;5;1961;0;0;2,6;2;https://www.cian.ru/sale/flat/300781800/
16200000;4;WAR;38,6;20;7;21;2023;1;0;;1;https://www.cian.ru/sale/flat/300610242/
16200000;11;SAR;42;22;12;12;2022;0;0;2,75;1;https://www.cian.ru/sale/flat/298704944/
16200000;17;SEAR;40,4;13;4;30;2022;0;0;2,9;1;https://www.cian.ru/sale/flat/300865217/
16200000;9;SAR;76;54,4;2;12;1974;0;0;2,6;4;https://www.cian.ru/sale/flat/274438786/
16225132;19;WAR;35,8;10,6;32;32;2022;1;0;2,62;1;https://www.cian.ru/sale/flat/296760109/
16237479;2;EAR;41,32;23,4;2;20;2024;1;0;;1;https://www.cian.ru/sale/flat/299859638/
16240942;29;WAR;37,3;11,2;6;33;2023;1;0;2,62;1;https://www.cian.ru/sale/flat/300679399/
16299000;10;WAR;33,3;12;13;25;;0;0;;1;https://www.cian.ru/sale/flat/297049321/
16299752;30;WAR;34,4;10,2;33;34;2023;1;0;2,62;1;https://www.cian.ru/sale/flat/300679311/
16300000;4;NWAR;37,8;;4;9;1964;0;0;2,57;2;https://www.cian.ru/sale/flat/300256139/
16300000;17;SWAR;46,7;28,5;8;8;1960;0;0;2,7;2;https://www.cian.ru/sale/flat/297418762/
16300000;3;NWAR;53,9;31,9;6;17;1994;0;0;2,64;2;https://www.cian.ru/sale/flat/295729946/
16300000;3;NWAR;53,9;;9;17;1985;0;0;2,64;2;https://www.cian.ru/sale/flat/300734770/
16300000;11;SEAR;55,5;;21;25;2015;0;0;2,8;2;https://www.cian.ru/sale/flat/299464659/
16300000;13;SAR;35;22,1;9;9;1965;0;0;;2;https://www.cian.ru/sale/flat/300162005/
16300000;7;SWAR;60,3;;2;5;1959;0;0;3;2;https://www.cian.ru/sale/flat/299137308/
16300000;8;SWAR;45,3;30,5;4;9;1973;0;0;2,65;2;https://www.cian.ru/sale/flat/300274491/
16300000;11;SEAR;38;20;5;22;1990;0;0;2,8;1;https://www.cian.ru/sale/flat/300822428/
16300000;11;SAR;38;18,3;7;20;;0;0;3;1;https://www.cian.ru/sale/flat/296209050/
16300000;6;NEAR;62,7;44,9;2;12;;0;0;;3;https://www.cian.ru/sale/flat/297881966/
16328840;11;EAR;37,4;11,2;33;33;2024;1;0;2,6;1;https://www.cian.ru/sale/flat/270786818/
16350000;16;NEAR;40;19;2;13;2021;0;0;2,72;1;https://www.cian.ru/sale/flat/292434467/
16355789;6;NAR;58,1;28,6;15;15;2023;1;0;2,84;2;https://www.cian.ru/sale/flat/300345249/
16360104;9;WAR;37,37;22,9;17;30;2023;1;0;3,3;2;https://www.cian.ru/sale/flat/299583575/
16372174;30;WAR;36,2;11,2;27;34;2023;1;0;2,62;1;https://www.cian.ru/sale/flat/300679318/
16388393;5;WAR;55,1;;12;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/300605467/
16390000;12;WAR;63,6;43,9;2;9;1981;0;0;2,64;3;https://www.cian.ru/sale/flat/298413599/
16400000;18;SEAR;58;;4;15;2023;1;0;;2;https://www.cian.ru/sale/flat/300887458/
16400000;14;WAR;45;29,3;19;29;2022;0;0;;2;https://www.cian.ru/sale/flat/298799627/
16400000;15;SWAR;45;29,4;10;12;1966;0;0;2,6;2;https://www.cian.ru/sale/flat/300433709/
16400000;7;NAR;67,5;38,6;1;10;2003;0;0;2,64;2;https://www.cian.ru/sale/flat/298325378/
16400000;18;;41,4;21;17;33;2023;0;0;3;1;https://www.cian.ru/sale/flat/299415345/
16400000;8;SEAR;64;42;3;14;1971;0;0;2,7;3;https://www.cian.ru/sale/flat/300009660/
16409423;29;WAR;31,9;9,5;33;33;2023;1;0;2,62;1;https://www.cian.ru/sale/flat/300679186/
16416254;10;NAR;36,4;16;19;21;2023;1;0;2,72;1;https://www.cian.ru/sale/flat/270793531/
16449514;12;SWAR;81,2;34,5;2;9;2023;1;0;2,68;3;https://www.cian.ru/sale/flat/300726060/
16450000;6;NWAR;41;18;13;25;2024;1;0;;1;https://www.cian.ru/sale/flat/293236021/
16453178;15;NAR;35,8;10,8;33;33;2023;1;0;2,68;1;https://www.cian.ru/sale/flat/299876147/
16459884;10;WAR;55,8;;25;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299449801/
16473000;7;SAR;57,8;;25;26;2023;1;0;2,6;2;https://www.cian.ru/sale/flat/298061099/
16480000;13;SAR;38;;4;19;2016;0;0;2,8;1;https://www.cian.ru/sale/flat/298556166/
16490000;10;NEAR;42,3;;5;9;1970;0;0;2,64;2;https://www.cian.ru/sale/flat/300666704/
16490000;4;;39;;6;9;1962;0;0;;2;https://www.cian.ru/sale/flat/300796455/
16490000;15;WAR;45;20;19;29;;0;0;;1;https://www.cian.ru/sale/flat/300110674/
16499000;10;NWAR;43;;1;5;1962;0;0;;2;https://www.cian.ru/sale/flat/300230411/
16500000;12;SAR;58,7;34,6;4;22;1991;0;0;2,66;2;https://www.cian.ru/sale/flat/298905862/
16500000;3;SAR;58,6;;7;8;;0;0;;2;https://www.cian.ru/sale/flat/297928971/
16500000;3;NEAR;58;34;2;17;1989;0;0;2,64;2;https://www.cian.ru/sale/flat/299937672/
16500000;11;WAR;60,5;;11;15;2022;0;0;2,6;2;https://www.cian.ru/sale/flat/298570903/
16500000;8;SEAR;55,6;;14;14;2005;0;0;2,8;2;https://www.cian.ru/sale/flat/299938064/
16500000;9;SEAR;53;33;6;17;2001;0;0;2,7;2;https://www.cian.ru/sale/flat/299616814/
16500000;5;NAR;48,1;;5;12;1968;0;0;2,6;2;https://www.cian.ru/sale/flat/300176485/
16500000;12;WAR;52;30,7;14;17;1985;0;0;2,64;2;https://www.cian.ru/sale/flat/299675189/
16500000;10;SWAR;38,5;22,9;6;9;1962;0;0;2,64;2;https://www.cian.ru/sale/flat/300025324/
16500000;5;WAR;42,02;12,8;7;33;2023;1;0;2,65;1;https://www.cian.ru/sale/flat/300007216/
16500000;14;SWAR;45,2;24;4;13;2023;1;0;;1;https://www.cian.ru/sale/flat/300328902/
16500000;18;NWAR;38,3;;3;21;2023;1;0;;1;https://www.cian.ru/sale/flat/298166787/
16500000;5;NWAR;40,3;18;3;25;2024;1;0;;1;https://www.cian.ru/sale/flat/300341594/
16500000;15;SAR;38,8;17,8;3;14;2026;1;0;;1;https://www.cian.ru/sale/flat/298484253/
16500000;15;SWAR;38,4;19,8;3;22;2004;0;0;2,64;1;https://www.cian.ru/sale/flat/300767627/
16500000;8;NEAR;77;52,3;1;12;;0;0;;4;https://www.cian.ru/sale/flat/297471836/
16500000;14;SEAR;75,6;52;1;14;1985;0;0;2,8;4;https://www.cian.ru/sale/flat/299853143/
16541000;5;WAR;55,6;;3;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299449764/
16562490;10;WAR;57;;4;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/300605447/
16572446;10;NAR;38,6;11,3;31;32;2023;1;0;2,72;1;https://www.cian.ru/sale/flat/275900440/
16575818;10;NAR;36,5;10,2;21;21;2023;1;0;2,72;1;https://www.cian.ru/sale/flat/270793589/
16590000;10;SWAR;47,3;;8;14;2023;0;1;2,9;2;https://www.cian.ru/sale/flat/297798583/
16595378;24;WAR;34,1;10,8;16;21;2023;1;0;2,74;1;https://www.cian.ru/sale/flat/297698007/
16600000;10;SWAR;54;35;6;16;;0;0;;2;https://www.cian.ru/sale/flat/299894310/
16600000;11;SEAR;59;;5;25;;0;0;2,8;2;https://www.cian.ru/sale/flat/300309528/
16600000;13;NEAR;56,6;31,8;15;19;2016;0;0;2,7;2;https://www.cian.ru/sale/flat/299905470/
16600000;12;SEAR;55;;7;12;1985;0;0;2,64;2;https://www.cian.ru/sale/flat/299901758/
16600000;15;SAR;85;60;9;12;1978;0;0;2,75;4;https://www.cian.ru/sale/flat/300300865/
16614000;12;WAR;42,6;15,3;21;21;2023;1;0;2,7;1;https://www.cian.ru/sale/flat/278497284/
16647235;2;NAR;37;10,7;16;21;2023;1;1;3,15;1;https://www.cian.ru/sale/flat/298000773/
16650000;16;WAR;44,4;26,5;9;12;1968;0;0;2,64;2;https://www.cian.ru/sale/flat/299844898/
16674020;11;EAR;41,8;10,9;33;33;2023;1;0;2,6;1;https://www.cian.ru/sale/flat/270787135/
16697409;9;;41,06;20,3;8;30;2023;1;0;3,3;1;https://www.cian.ru/sale/flat/297984305/
16700000;16;SEAR;64;34;11;17;2020;0;0;;2;https://www.cian.ru/sale/flat/299167474/
16700000;10;NWAR;47,2;;2;25;2008;0;0;2,8;2;https://www.cian.ru/sale/flat/294814205/
16700000;18;WAR;65,4;;8;16;1971;0;0;2,7;2;https://www.cian.ru/sale/flat/299110671/
16700000;17;SEAR;64;33,8;11;17;2020;0;0;2,7;2;https://www.cian.ru/sale/flat/299076373/
16700000;11;SEAR;37;18;2;3;2023;1;0;;1;https://www.cian.ru/sale/flat/295101795/
16700000;15;NEAR;81;60;7;18;2023;0;1;4;3;https://www.cian.ru/sale/flat/297360339/
16750000;8;NWAR;60,7;;3;24;2024;1;0;;3;https://www.cian.ru/sale/flat/299331283/
16790000;7;EAR;53,1;32,5;6;16;1966;0;0;2,5;2;https://www.cian.ru/sale/flat/293033843/
16799999;11;SEAR;38,7;25,6;26;27;2023;0;0;3;2;https://www.cian.ru/sale/flat/297957070/
16800000;6;NEAR;54;31;7;7;;0;0;3,1;2;https://www.cian.ru/sale/flat/299111468/
16800000;16;;52;;9;17;2003;0;0;2,74;2;https://www.cian.ru/sale/flat/300893237/
16800000;7;NWAR;35;15,6;19;44;2023;1;0;;1;https://www.cian.ru/sale/flat/299305397/
16800000;8;WAR;35,4;11,3;9;19;2019;0;0;2,7;1;https://www.cian.ru/sale/flat/300206672/
16800000;8;CAR;35,9;;3;5;1927;0;0;3;1;https://www.cian.ru/sale/flat/300401139/
16800000;10;SEAR;37,8;20,3;10;15;2023;0;0;;1;https://www.cian.ru/sale/flat/294768716/
16800000;19;NAR;61;;3;9;1970;0;0;2,64;3;https://www.cian.ru/sale/flat/300773184/
16800000;4;SEAR;78;31;14;14;;0;0;;3;https://www.cian.ru/sale/flat/299166516/
16800000;4;NAR;62,3;45;8;9;1968;0;0;2,64;4;https://www.cian.ru/sale/flat/283635366/
16811680;5;WAR;58,7;;5;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299449776/
16820000;11;NEAR;41;27;9;9;1970;0;0;;2;https://www.cian.ru/sale/flat/299107562/
16864281;5;WAR;60,7;;6;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/300605469/
16900000;7;NWAR;61,88;24,5;6;24;2024;1;0;;2;https://www.cian.ru/sale/flat/300195289/
16900000;20;WAR;72,5;43,5;6;21;2020;1;1;3;2;https://www.cian.ru/sale/flat/283700420/
16900000;8;WAR;41,4;;2;5;1960;0;0;;2;https://www.cian.ru/sale/flat/300828564/
16900000;2;WAR;43;28;5;9;1966;0;0;;2;https://www.cian.ru/sale/flat/300770138/
16900000;12;SEAR;59;33;18;22;;0;0;;2;https://www.cian.ru/sale/flat/300484955/
16900000;8;NAR;40;;10;16;1979;0;0;2,6;2;https://www.cian.ru/sale/flat/299695600/
16900000;14;NAR;56;37;1;8;1959;0;0;3,2;2;https://www.cian.ru/sale/flat/300071937/
16900000;12;EAR;58,5;;2;23;2023;0;0;;2;https://www.cian.ru/sale/flat/300697220/
16900000;8;SWAR;63,4;45;4;9;1969;0;0;2,65;3;https://www.cian.ru/sale/flat/299859361/
16900000;10;WAR;74,4;51,3;1;14;1991;0;0;;4;https://www.cian.ru/sale/flat/291583338/
16926240;10;WAR;59,1;;5;25;2021;1;0;2,63;2;https://www.cian.ru/sale/flat/299652496/
16959780;20;NEAR;51,3;;11;22;2021;1;0;2,79;2;https://www.cian.ru/sale/flat/296754079/
16971100;17;SEAR;36,9;10,5;10;29;2024;1;0;2,87;1;https://www.cian.ru/sale/flat/300575216/
16983000;19;NEAR;27;20,3;28;32;2023;1;0;3;1;https://www.cian.ru/sale/flat/298604075/
16990000;14;NWAR;51,4;;7;25;2016;0;0;3,1;2;https://www.cian.ru/sale/flat/299467046/
16990000;11;SWAR;43,1;14,4;4;46;2023;0;0;;1;https://www.cian.ru/sale/flat/299208670/
16990000;4;SEAR;82,95;42,4;16;26;2025;1;0;;3;https://www.cian.ru/sale/flat/298552421/
16999000;10;SEAR;62,2;37,4;19;26;2022;0;0;2,7;2;https://www.cian.ru/sale/flat/298382822/
16999000;4;SEAR;54,3;32,1;12;17;2004;0;0;2,7;2;https://www.cian.ru/sale/flat/300243577/
16999000;17;NEAR;38;12;5;11;2019;0;0;2,65;1;https://www.cian.ru/sale/flat/298839861/
17000000;11;NAR;55;38;5;16;1974;0;0;;2;https://www.cian.ru/sale/flat/293250714/
